governor,state,time_in_office,party,year
Henry Hooper Blood,Utah,1933 - 1941,Democrat,1940
Henry Hooper Blood,Utah,1933 - 1941,Democrat,1941
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1933
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1934
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1935
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1936
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1937
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1938
Leslie A. Miller,Wyoming,1933 - 1939,Democrat,1939
William Alfred Comstock,Michigan,1933 - 1935,Democratic,1933
William Alfred Comstock,Michigan,1933 - 1935,Democratic,1934
William Alfred Comstock,Michigan,1933 - 1935,Democratic,1935
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1933
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1934
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1935
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1936
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1937
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1938
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1939
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1940
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1941
Herbert Henry Lehman,New York,1933 - 1942,Democratic,1942
Oscar Kelly Allen,Louisiana,1932 - 1936,Democrat,1932
Oscar Kelly Allen,Louisiana,1932 - 1936,Democrat,1933
Oscar Kelly Allen,Louisiana,1932 - 1936,Democrat,1934
Oscar Kelly Allen,Louisiana,1932 - 1936,Democrat,1935
Oscar Kelly Allen,Louisiana,1932 - 1936,Democrat,1936
Alvin Olin King,Louisiana,1932 - 1932,Democrat,1932
Martin Sennet Conner,Mississippi,1932 - 1936,Democratic,1932
Martin Sennet Conner,Mississippi,1932 - 1936,Democratic,1933
Martin Sennet Conner,Mississippi,1932 - 1936,Democratic,1934
Martin Sennet Conner,Mississippi,1932 - 1936,Democratic,1935
Martin Sennet Conner,Mississippi,1932 - 1936,Democratic,1936
Ruby Laffoon,Kentucky,1931 - 1935,Democratic,1931
Ruby Laffoon,Kentucky,1931 - 1935,Democratic,1932
Ruby Laffoon,Kentucky,1931 - 1935,Democratic,1933
Ruby Laffoon,Kentucky,1931 - 1935,Democratic,1934
Ruby Laffoon,Kentucky,1931 - 1935,Democratic,1935
Richard Brevard Russell,Georgia,1931 - 1933,Democrat,1931
Richard Brevard Russell,Georgia,1931 - 1933,Democrat,1932
Richard Brevard Russell,Georgia,1931 - 1933,Democrat,1933
Alonzo M. Clark,Wyoming,1931 - 1933,Republican,1931
Alonzo M. Clark,Wyoming,1931 - 1933,Republican,1932
Alonzo M. Clark,Wyoming,1931 - 1933,Republican,1933
Ibra Charles Blackwood,South Carolina,1931 - 1935,Democrat,1931
Ibra Charles Blackwood,South Carolina,1931 - 1935,Democrat,1932
Ibra Charles Blackwood,South Carolina,1931 - 1935,Democrat,1933
Ibra Charles Blackwood,South Carolina,1931 - 1935,Democrat,1934
Ibra Charles Blackwood,South Carolina,1931 - 1935,Democrat,1935
Ross S. Sterling,Texas,1931 - 1933,Democrat,1931
Ross S. Sterling,Texas,1931 - 1933,Democrat,1932
Ross S. Sterling,Texas,1931 - 1933,Democrat,1933
Gifford Pinchot,Pennsylvania,1931 - 1935,Republican,1931
Gifford Pinchot,Pennsylvania,1931 - 1935,Republican,1932
Gifford Pinchot,Pennsylvania,1931 - 1935,Republican,1933
Gifford Pinchot,Pennsylvania,1931 - 1935,Republican,1934
Gifford Pinchot,Pennsylvania,1931 - 1935,Republican,1935
Gifford Pinchot,Pennsylvania,1923 - 1927,Republican,1923
Gifford Pinchot,Pennsylvania,1923 - 1927,Republican,1924
Gifford Pinchot,Pennsylvania,1923 - 1927,Republican,1925
Gifford Pinchot,Pennsylvania,1923 - 1927,Republican,1926
Gifford Pinchot,Pennsylvania,1923 - 1927,Republican,1927
Benjamin Meek Miller,Alabama,1931 - 1935,Democrat,1931
Benjamin Meek Miller,Alabama,1931 - 1935,Democrat,1932
Benjamin Meek Miller,Alabama,1931 - 1935,Democrat,1933
Benjamin Meek Miller,Alabama,1931 - 1935,Democrat,1934
Benjamin Meek Miller,Alabama,1931 - 1935,Democrat,1935
Daniel Webster Turner,Iowa,1931 - 1933,Republican,1931
Daniel Webster Turner,Iowa,1931 - 1933,Republican,1932
Daniel Webster Turner,Iowa,1931 - 1933,Republican,1933
Harry Hines Woodring,Kansas,1931 - 1933,Democrat,1931
Harry Hines Woodring,Kansas,1931 - 1933,Democrat,1932
Harry Hines Woodring,Kansas,1931 - 1933,Democrat,1933
William Henry Murray,Oklahoma,1931 - 1935,Democrat,1931
William Henry Murray,Oklahoma,1931 - 1935,Democrat,1932
William Henry Murray,Oklahoma,1931 - 1935,Democrat,1933
William Henry Murray,Oklahoma,1931 - 1935,Democrat,1934
William Henry Murray,Oklahoma,1931 - 1935,Democrat,1935
George White,Ohio,1931 - 1935,Democrat,1931
George White,Ohio,1931 - 1935,Democrat,1932
George White,Ohio,1931 - 1935,Democrat,1933
George White,Ohio,1931 - 1935,Democrat,1934
George White,Ohio,1931 - 1935,Democrat,1935
Julius L. Meier,Oregon,1931 - 1935,Independent,1931
Julius L. Meier,Oregon,1931 - 1935,Independent,1932
Julius L. Meier,Oregon,1931 - 1935,Independent,1933
Julius L. Meier,Oregon,1931 - 1935,Independent,1934
Julius L. Meier,Oregon,1931 - 1935,Independent,1935
James Rolph,California,1931 - 1934,Republican,1931
James Rolph,California,1931 - 1934,Republican,1932
James Rolph,California,1931 - 1934,Republican,1933
James Rolph,California,1931 - 1934,Republican,1934
Stanley Calef Wilson,Vermont,1931 - 1935,Republican,1931
Stanley Calef Wilson,Vermont,1931 - 1935,Republican,1932
Stanley Calef Wilson,Vermont,1931 - 1935,Republican,1933
Stanley Calef Wilson,Vermont,1931 - 1935,Republican,1934
Stanley Calef Wilson,Vermont,1931 - 1935,Republican,1935
Charles Wayland Bryan,Nebraska,1931 - 1935,Democratic,1931
Charles Wayland Bryan,Nebraska,1931 - 1935,Democratic,1932
Charles Wayland Bryan,Nebraska,1931 - 1935,Democratic,1933
Charles Wayland Bryan,Nebraska,1931 - 1935,Democratic,1934
Charles Wayland Bryan,Nebraska,1931 - 1935,Democratic,1935
Charles Wayland Bryan,Nebraska,1923 - 1925,Democratic,1923
Charles Wayland Bryan,Nebraska,1923 - 1925,Democratic,1924
Charles Wayland Bryan,Nebraska,1923 - 1925,Democratic,1925
Joseph Buell Ely,Massachusetts,1931 - 1935,Democrat,1931
Joseph Buell Ely,Massachusetts,1931 - 1935,Democrat,1932
Joseph Buell Ely,Massachusetts,1931 - 1935,Democrat,1933
Joseph Buell Ely,Massachusetts,1931 - 1935,Democrat,1934
Joseph Buell Ely,Massachusetts,1931 - 1935,Democrat,1935
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1931
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1932
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1933
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1934
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1935
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1936
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1937
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1938
Wilbur Lucius Cross,Connecticut,1931 - 1939,Democrat,1939
Warren Everett Green,South Dakota,1931 - 1933,Republican,1931
Warren Everett Green,South Dakota,1931 - 1933,Republican,1932
Warren Everett Green,South Dakota,1931 - 1933,Republican,1933
Floyd Bjornstjerne Olson,Minnesota,1931 - 1936,Farm-Labor,1931
Floyd Bjornstjerne Olson,Minnesota,1931 - 1936,Farm-Labor,1932
Floyd Bjornstjerne Olson,Minnesota,1931 - 1936,Farm-Labor,1933
Floyd Bjornstjerne Olson,Minnesota,1931 - 1936,Farm-Labor,1934
Floyd Bjornstjerne Olson,Minnesota,1931 - 1936,Farm-Labor,1935
Floyd Bjornstjerne Olson,Minnesota,1931 - 1936,Farm-Labor,1936
George Wylie Hunt,Arizona,1931 - 1933,Democrat,1931
George Wylie Hunt,Arizona,1931 - 1933,Democrat,1932
George Wylie Hunt,Arizona,1931 - 1933,Democrat,1933
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1923
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1924
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1925
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1926
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1927
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1928
George Wylie Hunt,Arizona,1923 - 1929,Democrat,1929
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1911
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1912
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1913
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1914
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1915
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1916
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1917
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1918
George Wylie Hunt,Arizona,1911 - 1919,Democrat,1919
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1931
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1932
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1933
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1934
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1935
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1936
Charles Benjamin Ross,Idaho,1931 - 1937,Democrat,1937
John Gilbert Winant,New Hampshire,1931 - 1935,Republican,1931
John Gilbert Winant,New Hampshire,1931 - 1935,Republican,1932
John Gilbert Winant,New Hampshire,1931 - 1935,Republican,1933
John Gilbert Winant,New Hampshire,1931 - 1935,Republican,1934
John Gilbert Winant,New Hampshire,1931 - 1935,Republican,1935
John Gilbert Winant,New Hampshire,1925 - 1927,Republican,1925
John Gilbert Winant,New Hampshire,1925 - 1927,Republican,1926
John Gilbert Winant,New Hampshire,1925 - 1927,Republican,1927
Arthur Seligman,New Mexico,1931 - 1933,Democratic,1931
Arthur Seligman,New Mexico,1931 - 1933,Democratic,1932
Arthur Seligman,New Mexico,1931 - 1933,Democratic,1933
Wilbur Marion Brucker,Michigan,1931 - 1933,Republican,1931
Wilbur Marion Brucker,Michigan,1931 - 1933,Republican,1932
Wilbur Marion Brucker,Michigan,1931 - 1933,Republican,1933
John Garland Pollard,Virginia,1930 - 1934,Democrat,1930
John Garland Pollard,Virginia,1930 - 1934,Democrat,1931
John Garland Pollard,Virginia,1930 - 1934,Democrat,1932
John Garland Pollard,Virginia,1930 - 1934,Democrat,1933
John Garland Pollard,Virginia,1930 - 1934,Democrat,1934
John Garland Pollard,Virginia,1930 - 1934,Democrat,1930
John Garland Pollard,Virginia,1930 - 1934,Democrat,1931
John Garland Pollard,Virginia,1930 - 1934,Democrat,1932
John Garland Pollard,Virginia,1930 - 1934,Democrat,1933
John Garland Pollard,Virginia,1930 - 1934,Democrat,1934
Albin Walter Norblad,Oregon,1929 - 1931,Republican,1929
Albin Walter Norblad,Oregon,1929 - 1931,Republican,1930
Albin Walter Norblad,Oregon,1929 - 1931,Republican,1931
William Gustavus Conley,West Virginia,1929 - 1933,Republican,1929
William Gustavus Conley,West Virginia,1929 - 1933,Republican,1930
William Gustavus Conley,West Virginia,1929 - 1933,Republican,1931
William Gustavus Conley,West Virginia,1929 - 1933,Republican,1932
William Gustavus Conley,West Virginia,1929 - 1933,Republican,1933
William Judson Holloway,Oklahoma,1929 - 1931,Democrat,1929
William Judson Holloway,Oklahoma,1929 - 1931,Democrat,1930
William Judson Holloway,Oklahoma,1929 - 1931,Democrat,1931
Morgan Foster Larson,New Jersey,1929 - 1932,Republican,1929
Morgan Foster Larson,New Jersey,1929 - 1932,Republican,1930
Morgan Foster Larson,New Jersey,1929 - 1932,Republican,1931
Morgan Foster Larson,New Jersey,1929 - 1932,Republican,1932
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1929
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1930
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1931
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1932
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1933
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1934
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1935
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1936
Clayton Douglass Buck,Delaware,1929 - 1937,Republican,1937
Clyde Martin Reed,Kansas,1929 - 1931,Republican,1929
Clyde Martin Reed,Kansas,1929 - 1931,Republican,1930
Clyde Martin Reed,Kansas,1929 - 1931,Republican,1931
Louis Lincoln Emmerson,Illinois,1929 - 1933,Republican,1929
Louis Lincoln Emmerson,Illinois,1929 - 1933,Republican,1930
Louis Lincoln Emmerson,Illinois,1929 - 1933,Republican,1931
Louis Lincoln Emmerson,Illinois,1929 - 1933,Republican,1932
Louis Lincoln Emmerson,Illinois,1929 - 1933,Republican,1933
Harry Guyer Leslie,Indiana,1929 - 1933,Republican,1929
Harry Guyer Leslie,Indiana,1929 - 1933,Republican,1930
Harry Guyer Leslie,Indiana,1929 - 1933,Republican,1931
Harry Guyer Leslie,Indiana,1929 - 1933,Republican,1932
Harry Guyer Leslie,Indiana,1929 - 1933,Republican,1933
Myers Young Cooper,Ohio,1929 - 1931,Republican,1929
Myers Young Cooper,Ohio,1929 - 1931,Republican,1930
Myers Young Cooper,Ohio,1929 - 1931,Republican,1931
Henry Stewart Caulfield,Missouri,1929 - 1933,Republican,1929
Henry Stewart Caulfield,Missouri,1929 - 1933,Republican,1930
Henry Stewart Caulfield,Missouri,1929 - 1933,Republican,1931
Henry Stewart Caulfield,Missouri,1929 - 1933,Republican,1932
Henry Stewart Caulfield,Missouri,1929 - 1933,Republican,1933
Oliver Max Gardner,North Carolina,1929 - 1933,Baptist,1929
Oliver Max Gardner,North Carolina,1929 - 1933,Baptist,1930
Oliver Max Gardner,North Carolina,1929 - 1933,Baptist,1931
Oliver Max Gardner,North Carolina,1929 - 1933,Baptist,1932
Oliver Max Gardner,North Carolina,1929 - 1933,Baptist,1933
George Frederick Shafer,North Dakota,1929 - 1933,Republican (Independent Voters Association),1929
George Frederick Shafer,North Dakota,1929 - 1933,Republican (Independent Voters Association),1930
George Frederick Shafer,North Dakota,1929 - 1933,Republican (Independent Voters Association),1931
George Frederick Shafer,North Dakota,1929 - 1933,Republican (Independent Voters Association),1932
George Frederick Shafer,North Dakota,1929 - 1933,Republican (Independent Voters Association),1933
Doyle Elam Carlton,Florida,1929 - 1933,Democrat,1929
Doyle Elam Carlton,Florida,1929 - 1933,Democrat,1930
Doyle Elam Carlton,Florida,1929 - 1933,Democrat,1931
Doyle Elam Carlton,Florida,1929 - 1933,Democrat,1932
Doyle Elam Carlton,Florida,1929 - 1933,Democrat,1933
Walter J. Kohler,Wisconsin,1929 - 1931,Republican,1929
Walter J. Kohler,Wisconsin,1929 - 1931,Republican,1930
Walter J. Kohler,Wisconsin,1929 - 1931,Republican,1931
John C. Phillips,Arizona,1929 - 1931,Republican,1929
John C. Phillips,Arizona,1929 - 1931,Republican,1930
John C. Phillips,Arizona,1929 - 1931,Republican,1931
Charles William Tobey,New Hampshire,1929 - 1931,Republican,1929
Charles William Tobey,New Hampshire,1929 - 1931,Republican,1930
Charles William Tobey,New Hampshire,1929 - 1931,Republican,1931
Arthur J. Weaver,Nebraska,1929 - 1931,Republican,1929
Arthur J. Weaver,Nebraska,1929 - 1931,Republican,1930
Arthur J. Weaver,Nebraska,1929 - 1931,Republican,1931
Frank G. Allen,Massachusetts,1929 - 1931,Republican,1929
Frank G. Allen,Massachusetts,1929 - 1931,Republican,1930
Frank G. Allen,Massachusetts,1929 - 1931,Republican,1931
William Tudor Gardiner,Maine,1929 - 1933,Republican,1929
William Tudor Gardiner,Maine,1929 - 1933,Republican,1930
William Tudor Gardiner,Maine,1929 - 1933,Republican,1931
William Tudor Gardiner,Maine,1929 - 1933,Republican,1932
William Tudor Gardiner,Maine,1929 - 1933,Republican,1933
Franklin Delano Roosevelt,New York,1929 - 1933,Democratic,1929
Franklin Delano Roosevelt,New York,1929 - 1933,Democratic,1930
Franklin Delano Roosevelt,New York,1929 - 1933,Democratic,1931
Franklin Delano Roosevelt,New York,1929 - 1933,Democratic,1932
Franklin Delano Roosevelt,New York,1929 - 1933,Democratic,1933
Walter Maddock,North Dakota,1928 - 1929,Republican (Nonpartisan League),1928
Walter Maddock,North Dakota,1928 - 1929,Republican (Nonpartisan League),1929
Huey Pierce Long,Louisiana,1928 - 1932,Democrat,1928
Huey Pierce Long,Louisiana,1928 - 1932,Democrat,1929
Huey Pierce Long,Louisiana,1928 - 1932,Democrat,1930
Huey Pierce Long,Louisiana,1928 - 1932,Democrat,1931
Huey Pierce Long,Louisiana,1928 - 1932,Democrat,1932
Harvey Parnell,Arkansas,1928 - 1933,Democrat,1928
Harvey Parnell,Arkansas,1928 - 1933,Democrat,1929
Harvey Parnell,Arkansas,1928 - 1933,Democrat,1930
Harvey Parnell,Arkansas,1928 - 1933,Democrat,1931
Harvey Parnell,Arkansas,1928 - 1933,Democrat,1932
Harvey Parnell,Arkansas,1928 - 1933,Democrat,1933
Norman Stanley Case,Rhode Island,1928 - 1933,Republican,1928
Norman Stanley Case,Rhode Island,1928 - 1933,Republican,1929
Norman Stanley Case,Rhode Island,1928 - 1933,Republican,1930
Norman Stanley Case,Rhode Island,1928 - 1933,Republican,1931
Norman Stanley Case,Rhode Island,1928 - 1933,Republican,1932
Norman Stanley Case,Rhode Island,1928 - 1933,Republican,1933
Theodore Gilmore Bilbo,Mississippi,1928 - 1932,Democratic,1928
Theodore Gilmore Bilbo,Mississippi,1928 - 1932,Democratic,1929
Theodore Gilmore Bilbo,Mississippi,1928 - 1932,Democratic,1930
Theodore Gilmore Bilbo,Mississippi,1928 - 1932,Democratic,1931
Theodore Gilmore Bilbo,Mississippi,1928 - 1932,Democratic,1932
Theodore Gilmore Bilbo,Mississippi,1916 - 1920,Democratic,1916
Theodore Gilmore Bilbo,Mississippi,1916 - 1920,Democratic,1917
Theodore Gilmore Bilbo,Mississippi,1916 - 1920,Democratic,1918
Theodore Gilmore Bilbo,Mississippi,1916 - 1920,Democratic,1919
Theodore Gilmore Bilbo,Mississippi,1916 - 1920,Democratic,1920
Flem Davis Sampson,Kentucky,1927 - 1931,Republican,1927
Flem Davis Sampson,Kentucky,1927 - 1931,Republican,1928
Flem Davis Sampson,Kentucky,1927 - 1931,Republican,1929
Flem Davis Sampson,Kentucky,1927 - 1931,Republican,1930
Flem Davis Sampson,Kentucky,1927 - 1931,Republican,1931
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1927
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1928
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1929
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1930
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1931
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1932
Henry Hollis Horton,Tennessee,1927 - 1933,Democrat,1933
Lamartine Griffin Hardman,Georgia,1927 - 1931,Democrat,1927
Lamartine Griffin Hardman,Georgia,1927 - 1931,Democrat,1928
Lamartine Griffin Hardman,Georgia,1927 - 1931,Democrat,1929
Lamartine Griffin Hardman,Georgia,1927 - 1931,Democrat,1930
Lamartine Griffin Hardman,Georgia,1927 - 1931,Democrat,1931
John Gardiner Richards,South Carolina,1927 - 1931,Democrat,1927
John Gardiner Richards,South Carolina,1927 - 1931,Democrat,1928
John Gardiner Richards,South Carolina,1927 - 1931,Democrat,1929
John Gardiner Richards,South Carolina,1927 - 1931,Democrat,1930
John Gardiner Richards,South Carolina,1927 - 1931,Democrat,1931
Daniel J. Moody,Texas,1927 - 1931,Democrat,1927
Daniel J. Moody,Texas,1927 - 1931,Democrat,1928
Daniel J. Moody,Texas,1927 - 1931,Democrat,1929
Daniel J. Moody,Texas,1927 - 1931,Democrat,1930
Daniel J. Moody,Texas,1927 - 1931,Democrat,1931
John Stuchell Fisher,Pennsylvania,1927 - 1931,Republican,1927
John Stuchell Fisher,Pennsylvania,1927 - 1931,Republican,1928
John Stuchell Fisher,Pennsylvania,1927 - 1931,Republican,1929
John Stuchell Fisher,Pennsylvania,1927 - 1931,Republican,1930
John Stuchell Fisher,Pennsylvania,1927 - 1931,Republican,1931
William Herbert Adams,Colorado,1927 - 1933,Democrat,1927
William Herbert Adams,Colorado,1927 - 1933,Democrat,1928
William Herbert Adams,Colorado,1927 - 1933,Democrat,1929
William Herbert Adams,Colorado,1927 - 1933,Democrat,1930
William Herbert Adams,Colorado,1927 - 1933,Democrat,1931
William Herbert Adams,Colorado,1927 - 1933,Democrat,1932
William Herbert Adams,Colorado,1927 - 1933,Democrat,1933
John Ellis Martineau,Arkansas,1927 - 1928,Democrat,1927
John Ellis Martineau,Arkansas,1927 - 1928,Democrat,1928
Henry Simpson Johnston,Oklahoma,1927 - 1929,Democrat,1927
Henry Simpson Johnston,Oklahoma,1927 - 1929,Democrat,1928
Henry Simpson Johnston,Oklahoma,1927 - 1929,Democrat,1929
Isaac Lee Patterson,Oregon,1927 - 1929,Republican,1927
Isaac Lee Patterson,Oregon,1927 - 1929,Republican,1928
Isaac Lee Patterson,Oregon,1927 - 1929,Republican,1929
Huntley Nowell Spaulding,New Hampshire,1927 - 1929,Republican,1927
Huntley Nowell Spaulding,New Hampshire,1927 - 1929,Republican,1928
Huntley Nowell Spaulding,New Hampshire,1927 - 1929,Republican,1929
John Eliakim Weeks,Vermont,1927 - 1931,Republican,1927
John Eliakim Weeks,Vermont,1927 - 1931,Republican,1928
John Eliakim Weeks,Vermont,1927 - 1931,Republican,1929
John Eliakim Weeks,Vermont,1927 - 1931,Republican,1930
John Eliakim Weeks,Vermont,1927 - 1931,Republican,1931
William John Bulow,South Dakota,1927 - 1931,Democrat,1927
William John Bulow,South Dakota,1927 - 1931,Democrat,1928
